,title,author,label
8232,"World’s Diplomats, Seeking a Bridge to Trump, Look to Haley - The New York Times",Somini Sengupta,0
8235,"Ahead of Theresa May’s Visit, Talk of Trade Deal Is Clouded by Politics - The New York Times",Peter S. Goodman,0
8237,"Pelosi: Sessions ’Lied Under Oath,’ He Should Resign - Breitbart",Pam Key,0
8241,Where Are Women in F.B.I.’s Top Ranks? - The New York Times,Adam Goldman,0
8242,10 Questions (and Answers) About New Email Trove - The New York Times,Michael S. Schmidt and Matt Apuzzo,0
8246,Housing Bias Outlasts Ruling in a Long Island Village - The New York Times,Lisa W. Foderaro,0
8248,"Trump’s New Ban Leaves Few Spots for Refugees, Even the Hunted - The New York Times",Frances Robles and Kirk Semple,0
8252,California Prepares for Long-Denied Star Turn in Presidential Race - The New York Times,Adam Nagourney and Jonathan Martin,0
8257,"G.O.P. Convention Day 2 Takeaways: A Party Unites, at Least for a Night - The New York Times",Nicholas Confessore,0
8260,What to Expect During Juno’s Mission to Jupiter - The New York Times,Kenneth Chang,0
8261,Protesters Angry Sen. Dianne Feinstein Isn’t Holding Town Halls,Adelle Nazarian,0
8264,"Trump Leaves Science Jobs Vacant, Troubling Critics - The New York Times",Cecilia Kang and Michael D. Shear,0
8266,Bridge Case Verdict May Hinge on Officials Who Weren’t Tried - The New York Times,Kate Zernike,0
8267,SpaceX Rocket Explodes at Launchpad in Cape Canaveral - The New York Times,"Kenneth Chang, Mike Isaac and Matt Richtel",0
8268,"Ban on Head Scarves at Work Is Legal, E.U. Court Rules - The New York Times",Dan Bilefsky,0
8269,Expulsions of Protesters at Rio Olympics Draw Rebukes - The New York Times,Simon Romero,0
8272,"Berlin Killer Wanted To Launch Gun Attack in December 2015, Government Failed to Deport",Breitbart London,0
8273,Got Wedding Jitters? Take a Hike (or Grab Your Blankie) - The New York Times,Alyson Krueger,0
8274,Hundreds of U.K. Police Officers Said to Have Sexually Abused Vulnerable People - The New York Times,Dan Bilefsky,0
8276,"Democrat Responds to Trump Speech, Calls Himself ’Proud Republican’ - Breitbart",Ben Kew,0
8279,First Day of Syria Peace Talks Quickly Descends Into Quarreling - The New York Times,Anne Barnard and Hwaida Saad,0
8280,"Donald Trump, Hillary Clinton, Edward Snowden: Your Thursday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
8286,From Yamaclaus to Menorah Bong: Hanukkah Goods That Can Hold a Candle - The New York Times,Andrew Adam Newman,0
8287,Former Mozilla CEO’s ’Brave’ Internet Browser Raises $35 Million in ’Under 30 Seconds’ - Breitbart,Charlie Nash,0
8289,House Passes Bill Allowing 9/11 Lawsuits Against Saudi Arabia White House Hints at Veto - The New York Times,Jennifer Steinhauer,0
8290,"Theresa May, Donald Trump, Hillary Clinton: Your Wednesday Evening Briefing - The New York Times",Andrea Kannapell and Sandra Stevenson,0
8291,Security Council Backs António Guterres to Be Next U.N. Secretary General - The New York Times,Somini Sengupta,0
8292,"Trump: First Saudi Meetings Will Bring Americans ’Jobs, Jobs, Jobs’ - Breitbart",Michelle Moons,0
8294,Obama Says He Told Putin: ‘Cut It Out’ on Hacking - The New York Times,Mark Landler and David E. Sanger,0
8296,Russian Hackers Find Ready Bullhorns in the Media - The New York Times,Max Fisher,0
8297,Helicopter Trip Becomes Another Stumble for Mayor de Blasio - The New York Times,J. David Goodman and William Neuman,0
8298,"Trump as Champion of Working Class? ‘Come On,’ Obama Says - The New York Times",Michael D. Shear,0
8299,Pakistani Man Pleads Guilty to Smuggling Fellow Countrymen Into U.S.,Bob Price,0
8300,G.O.P. Accused of Playing ‘Hide-and-Seek’ With Obamacare Replacement Bill - The New York Times,Robert Pear,0
8301,Turkey Punishes 2 Opposition Leaders as Crackdown Continues - The New York Times,Patrick Kingsley,0
8302,Ann Coulter: Can I Be the Poster Child Against Obamacare?,Ann Coulter,0
8304,Mariah Carey Suffers Brutal Lip-Sync Fail During New Year’s Show,Daniel Nussbaum,0
8307,Mexico Vows $50 Million Legal Fund to Fight U.S. Deportations - Breitbart,Breitbart News,0
8308,"Italy Plucks 2,000 Migrants from the Mediterranean Sea",Breitbart London,0
8312,Democrats Are in Worse Shape than Even They Think,Larry Schweikart,0
8313,Ann Coulter: Give Me Your Tired Arguments...,Ann Coulter,0
8321,FAKE NEWS: Media Lying to Public on ICE Arrests,Bob Price,0
8322,Dying Infants and No Medicine: Inside Venezuela’s Failing Hospitals - The New York Times,Nicholas Casey,0
8323,Al Aqsa Mufti: U.S. Embassy Jerusalem Move An ’Assault’ on Muslims,Aaron Klein,0
8325,Palin: I’m ’Extremely Thankful’ Trump Has Been Elected - Breitbart,Pam Key,0
8326,"U.S. ‘Probably Had a Role’ in Mosul Deaths, Commander Says - The New York Times",Michael R. Gordon,0
8329,Elon Musk’s Boring Machine Brings Excitement to Los Angeles - Breitbart,Samuel Chi,0
8330,Trump’s Treasury Pick Moves in Secretive Hedge Fund Circles - The New York Times,Matthew Goldstein and Alexandra Stevenson,0
8331,"Facebook, a News Giant That Would Rather Show Us Baby Pictures - The New York Times",Farhad Manjoo,0
8343,Joel Pollak on What He Saw at the Trump Revolution: ‘How Trump Won’,John Hayward,0
8345,"Bobby Freeman, ‘Do You Want to Dance’ Singer, Dies at 76 - The New York Times",Daniel E. Slotnik,0
8346,Adnan Syed Retrial Ruling Disappoints Family of Victim in ‘Serial’ Case - The New York Times,Liam Stack,0
8348,Justin Trudeau to Attend the Broadway Musical ‘Come From Away’ - The New York Times,Michael Paulson,0
8349,Matthews: Kushner ’A Little Bit Like Uday and Qusay’ But ’Not That Bad’ - Breitbart,Ian Hanchett,0
8350,Oakland to Use Soda Tax ’Bait-and-Switch’ to Cover Deficit - Breitbart,Chriss W. Street,0
8353,"Science Will Suffer Under Trump’s Travel Ban, Researchers Say - The New York Times",Henry Fountain,0
8355,"World’s Oldest Man, After Century Wait, Celebrates Bar Mitzvah at Last - The New York Times",Dan Bilefsky,0
8359,"As China’s Growth Slows, Banks Feel the Strain of Bad Debt - The New York Times",Neil Gough,0
8360,Orioles CF Adam Jones’ Report of N-Word Taunts at Fenway Highlights Behavior Not Banned in Boston - Breitbart,Daniel J. Flynn,0
8362,Obama Operatives Direct Town Hall Disruptions Nationwide - Breitbart,Penny Starr,0
8367,Death of Iran’s Rafsanjani Removes Influential Voice Against Hard-Liners - The New York Times,Thomas Erdbrink,0
8368,German Minister Pledges to Protect Families... from Social Media Posts About Migrant Rapes - Breitbart,Virginia Hale,0
8369,Is ‘Empathy’ Really What the Nation Needs? - The New York Times,Amanda Hess,0
8371,"Raising 2 Young Children by Herself, in a Space That Feels Not Big Enough - The New York Times",Masha Goncharova,0
8374,Trump Turns Staid Process Into Spectacle as Aspirants Parade to His Door - The New York Times,Michael S. Schmidt and Michael D. Shear,0
8376,"Sweden Truck Terrorist ‘Supported Islamic State’, Explosives Found",Liam Deacon,0
8377,Piers Morgan: Streep’s Speech Was ’Worst Performance’ of Career,Breitbart News,0
8380,"Virginia’s Governor Restores Voting Rights for 13,000 Ex-Felons - The New York Times",Michael Wines,0
8382,Conservative Group Club for Growth Opposes Paul Ryan’s Obamacare-Lite - Breitbart,Sean Moran,0
8383,France and Germany Unite to Oppose President Trump’s Refugee Ban,Breitbart London,0
8384,"Gathering to Remember Bill Cunningham, Outside the Picture Frame - The New York Times",Jacob Bernstein,0
8387,"In Chicago, Bodies Pile Up at Intersection of ‘Depression and Rage’ - The New York Times",Monica Davey,0
8389,Trump to Accept Inauguration Funds From Corporations and Big Donors - The New York Times,Nicholas Fandos,0
8390,"Lloyd Conover, Inventor of Groundbreaking Antibiotic, Dies at 93 - The New York Times",Denise Gellene,0
8395,Democrat Representative on House Floor: Trump ’Must Be Impeached’,Katherine Rodriguez,0
8396,When a Basic Laptop Will Do: Our Top Budget Picks - The New York Times,Damon Darlin,0
8397,Fran Lebowitz: By the Book - The New York Times,,0
8399,Donald Trump and Mike Pence Again Diverge on Endorsements - The New York Times,Alexander Burns and Noah Remnick,0
8400,Dept of Homeland Security Inspector General Treating Leaks Selectively - Breitbart,Michael Patrick Leahy,0
8401,Fatal Shooting by Police Shakes Charlotte’s Self-Image - The New York Times,Richard Fausset and Alan Blinder,0
8403,EgyptAir 804’s ‘Black Box’ Recovered in Mediterranean - The New York Times,Nour Youssef and Nicola Clark,0
8405,Victim in New Hampshire Prep School ‘Senior Salute’ Case Speaks Out - The New York Times,Christine Hauser,0
8406,‘Big Success Story’: Sri Lanka Is Declared Free of Malaria - The New York Times,Donald G. McNeil Jr.,0
8408,’No Border Wall’ Mural on State Property Depicts ICE Agent Choking ’Mexican Worker’ - Breitbart,Assemblyman Tim Donnelly,0
8411,"Fire in Normandy Bar Kills at Least 13, French Police Say - The New York Times",The Associated Press,0
8412,Where Will Trump Stand on Press Freedoms? - The New York Times,Jim Rutenberg,0
8414,HuffPost Slams ‘Nervous’ Megyn for ‘Softball’ Questions After Obtaining Unedited Putin Interview - Breitbart,Tony Lee,0
8415,"NFL Playoff Preview: No Anthem Kneelers Left, Safe to Come Back in NFL Waters - Breitbart",Daniel Leberfeld,0
8416,Putting More Women on a Path to Political Power - The New York Times,Alison Smale,0
8417,Their Hair Fell Out. Should the F.D.A. Have the Power to Act? - The New York Times,Eric Lipton and Rachel Abrams,0
8418,George Clooney: Trump and Bannon the Real ’Hollywood Elitists’,Daniel Nussbaum,0
8421,Vizio to Pay $2.2 Million Settlement Fee over Smart TV Data Mining - Breitbart,Lucas Nolan,0
8422,Review: Matthew McConaughey Rebels Against Rebels in ‘Free State of Jones’ - The New York Times,A. O. Scott,0
8427,CNN’s Zakaria: Trump’s ’Erratic’ ’Cheap Shot’ Foreign Policy ’Damaging’ America - Breitbart,Pam Key,0
8428,Leader of Chiefs’ Special Teams Gives the Humble Punt Its Due - The New York Times,Ben Shpigel,0
8430,"Gun Control Wall, Bolstered by Republicans, Shows a Crack - The New York Times",Carl Hulse,0
8432,Dem Rep Gutiérrez: Not Used to ’the Number of White Women’ Complaining to Him About Trump - Breitbart,Pam Key,0
8433,"In Stanford Rape Case, Brock Turner Blamed Drinking and Promiscuity - The New York Times",Liam Stack,0
8435,Chinese New Year: Inside the World’s Largest Trek - The New York Times,Chris Buckley and Adam Wu,0
8437,"Trump Meets with MLB Commissioner, Yankees President at Trump Tower - Breitbart",Dylan Gwinn,0
8438,Tancredo: Three Lessons Learned from the Judicial Brawl over Trump’s Immigration Order - Breitbart,Tom Tancredo,0
8440,"Two Helicopters, FBI Bomb Squad Called Out At MILO Event - Breitbart",Ben Kew,0
8444,"Critics Savage Amy Schumer Movie ’Snatched’: ’Lazy, Sloppy,’ and Racist",Daniel Nussbaum,0
8445,"Half a Million Children Are Trapped in Syria, United Nations Says - The New York Times",Rick Gladstone,0
8452,"No Data Manipulation in 2015 Climate Study, Researchers Say - The New York Times",Henry Fountain,0
8453,"Alan Thicke, Reassuring Father on ‘Growing Pains,’ Dies at 69 - The New York Times",Christopher Mele and Niraj Chokshi,0
8456,Celebrating a Rugged Vision of Landscape Architecture - The New York Times,Alexandra Lange,0
8460,We May Be Leaving the Ken Bone Zone - The New York Times,Katie Rogers,0
8461,"At Site of Deaths, Our Reporters Find Cost of U.S.-ISIS Battle - The New York Times",Tim Arango,0
8462,A Tee Time With Trump? Pro Golfers Say Absolutely - The New York Times,Karen Crouse,0
8463,Defiance and Disillusionment in Heartland of South Korean President’s Support - The New York Times,Motoko Rich,0
8464,Trump Says China Will Get Better Trade Deal if It Solves ‘North Korean Problem’ - The New York Times,Mark Landler,0
8465,Active Navy SEAL Investigated for Staring in Porn Movies to ’Pay the Bills’,Warner Todd Huston,0
8466,Pope Francis: ‘Let Us Pray for Babies in Danger of Being Aborted’,"Thomas D. Williams, Ph.D.",0
8467,George Soros-Tied Activists Behind Campaign to Impeach Trump,Aaron Klein,0
8468,Rex Tillerson: Iraq War Did Not Achieve Stability in Middle East - Breitbart,Charlie Spiering,0
8469,"Seattle Seahawks Sign Quarterback Austin Davis, Not Colin Kaepernick",Dylan Gwinn,0
8472,"In a Week, Trump Reshapes Decades of Perceptions About America - The New York Times",David E. Sanger,0
8473,School District Demands ’Safe Zones’ for Migrant Students,John Binder,0
8474,A 7-Year-Old Walks Into a Stand-Up Club ... - The New York Times,Jason Zinoman,0
8476,Grassley and Feinstein: The Pair Who Will Lead Gorsuch’s Senate Hearings - The New York Times,Jennifer Steinhauer,0
8477,Sean Spicer Appeals to Conservatives on Ryancare: This Is Your Chance - Breitbart,Kristina Wong,0
8478,Nintendo Switch Won’t Support Video Streaming Apps at Launch - Breitbart,Nate Church,0
8480,NASA’s Juno Spacecraft Enters Into Orbit Around Jupiter - The New York Times,Kenneth Chang,0
8482,The Who’s Roger Daltrey: Brexit the ’Right Thing for this Country’,Jerome Hudson,0
8483,Diplomatic Deal With Turkey Upsets Israelis Wary of Conceding Too Much - The New York Times,Isabel Kershner,0
8486,An Alt-Right Makeover Shrouds the Swastikas - The New York Times,"Serge F. Kovaleski, Julie Turkewitz, Joseph Goldstein and Dan Barry",0
8488,A Subdued Vladimir Putin Calls for ‘Mutually Beneficial’ Ties With U.S. - The New York Times,Andrew Higgins,0
8491,"Dallas, Euro 2016, Wimbledon: Your Weekend Briefing - The New York Times",Andrea Kannapell and Lisa Iaboni,0
8493,Donna Brazile: Democrats Are Not Overreaching With Russia-Trump Questions - Breitbart,Pam Key,0
8496,Maher: We’re ’Gassing’ Syrians Too ’With CO2’ - ’Syrian Problem Started With Climate Change’ - Breitbart,Ian Hanchett,0
8499,Overlooked Influences on Donald Trump: A Famous Minister and His Church - The New York Times,James Barron,0
8500,Lightning Oust Islanders With Game 5 Rout - The New York Times,Tom Spousta,0
8504,"In a Call to The Times, Trump Blames Democrats for the Failure of the Health Bill - The New York Times",Maggie Haberman,0
8505,"Mike Pence’s Response to H.I.V. Outbreak: Prayer, Then a Change of Heart - The New York Times",Megan Twohey,0
8508,"Trump Budget Guru, Long a Fiscal Hawk, Now Has to Sell Spending - The New York Times",Matt Flegenheimer and Alan Rappeport,0
8510,"REPORTS: MILO UC Davis Event Cancelled After Leftists Tear Down Barricades, Engage In Violence - Breitbart",Allum Bokhari,0
8511,Coming to Carnival Cruises: A Wearable Medallion That Records Your Every Whim - The New York Times,Brooks Barnes,0
8512,Feeling Guilty About Not Flossing? Maybe There’s No Need - The New York Times,Catherine Saint Louis,0
8514,"Xi Jinping May Delay Picking China’s Next Leader, Stoking Speculation - The New York Times",Chris Buckley,0
8515,Trump OKs DACA Amnesty: ’This Is a Case of Heart’ - Breitbart,Neil Munro,0
8519,Harley-Davidson to Pay $12 Million Fine in Pollution Settlement - The New York Times,Reuters,0
8520,"Immigration Ban Is Unlikely to Reduce Terrorist Threat, Experts Say - The New York Times",Scott Shane,0
8521,"Review: Kanye West, Both Close and Out of Reach at His Tour Opener - The New York Times",Jon Caramanica,0
8524,Jerry Brown Wishes He Ran for President in 2016 - Breitbart,Assemblyman Tim Donnelly,0
8525,Donald Trump’s Other Campaign Foe: The ‘Lowest Form of Life’ News Media - The New York Times,Alexander Burns and Nick Corasaniti,0
8527,"Rapper T.I.: Snoop Dogg a ’Legend,’ Trump a ’Diarrhea Face Ass Man’",Jerome Hudson,0
8528,Trump’s Dual Roles Collide With Openings in Dubai and Vancouver - The New York Times,"Ben Hubbard, Eric Lipton, Dan Levin and Richard C. Paddock",0
